survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,sex_label,priority,priority_encoded,embarked_C,embarked_Q,embarked_S,age_minmax,fare_maxabs,fare_robust
0.6931471805599453,1.3862943611198906,female,-1.949033640858116,0.6931471805599453,0.6931471805599453,2.8735646395797834,S,Third,child,0.0,Southampton,yes,0.0,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.04400365799102959,0.03207624164897025,0.09726456932991473
0.6931471805599453,0.6931471805599453,female,2.200857898491608,0.0,0.0,3.3160025355989236,S,First,woman,0.0,Southampton,yes,0.6934,0.0,Low,0.0,0.0,0.0,0.6934,0.5443853225959371,0.05052403987857386,0.5238635576190146
0.0,1.3862943611198906,male,-0.719436147717457,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.2199719021682072,0.015590389411477275,-0.277362968609244
0.0,1.3862943611198906,male,0.7407108753870755,0.6931471805599453,1.791759469228055,3.4742929367327062,S,Third,man,0.6934,Southampton,no,0.0,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.39527683322434176,0.059254021342795525,0.7285011433719076
0.0,1.3862943611198906,female,-1.180535207645204,0.0,0.0,2.180891922715322,S,Third,child,0.0,Southampton,no,0.6934,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.15755564001735767,0.01521405452819222,-0.2858429769246761
0.6931471805599453,1.0986122886681098,female,1.9703083685277343,0.0,0.0,2.833213344056216,S,Second,woman,0.0,Southampton,yes,0.6934,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.522270312516171,0.030752187095158878,0.06694788995911578
0.0,1.3862943611198906,male,-2.1027333275006983,1.6094379124341003,0.6931471805599453,3.405355391810819,Q,Third,child,0.0,Queenstown,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.0,0.6934,0.0,0.019659709958831414,0.05529109581957555,0.6353856281615965
0.6931471805599453,1.0986122886681098,male,-0.10463740114712752,0.0,0.0,2.6390573296152584,S,Second,man,0.6934,Southampton,yes,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.29756023967762535,0.025057726524795817,-0.06298073591573695
0.0,1.3862943611198906,female,0.12591212881674602,0.6931471805599453,0.0,2.9444389791664403,S,Third,woman,0.0,Southampton,no,0.0,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.32517104942161684,0.03453055862529174,0.15356697387568427
0.6931471805599453,1.3862943611198906,female,-0.10463740114712752,0.0,0.0,2.1071782966514356,C,Third,woman,0.0,Cherbourg,yes,0.6934,0.0,High,1.0986122886681098,0.6934,0.0,0.0,0.29756023967762535,0.014003749011095573,-0.31309334072482853
0.0,1.0986122886681098,male,0.4333115021019107,0.0,0.0,3.295836866004329,S,Second,man,0.6934,Southampton,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.36083816816979836,0.04950288176693392,0.5000433095419583
0.6931471805599453,1.0986122886681098,male,0.35646165878061953,0.0,0.0,2.6390573296152584,S,Second,man,0.6934,Southampton,yes,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.35203994143458384,0.025057726524795817,-0.06298073591573695
0.6931471805599453,1.3862943611198906,female,-1.1036853643239128,0.0,0.0,2.2004637699272855,Q,Third,child,0.0,Queenstown,yes,0.6934,0.0,Medium,0.6931471805599453,0.0,0.6934,0.0,0.1682326579532387,0.015550417760596649,-0.27826380708197634
0.6931471805599453,0.6931471805599453,male,-0.10463740114712752,0.0,0.0,3.597312260588446,S,First,man,0.6934,Southampton,yes,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.29756023967762535,0.06699617236029531,0.9114839581456586
0.0,1.3862943611198906,female,-1.6416342675729512,1.3862943611198906,0.6931471805599453,3.0944457464900235,S,Third,child,0.0,Southampton,no,0.0,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.09098270507763655,0.0403120985590007,0.2867438153974083
0.6931471805599453,1.3862943611198906,female,0.6638610320657843,0.6931471805599453,1.791759469228055,3.4777725458882283,S,Third,woman,0.0,Southampton,yes,0.0,0.0,Low,0.0,0.0,0.0,0.6934,0.38677771696075014,0.05946095197459234,0.7333734668422146
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.1071782966514356,C,Third,man,0.6934,Cherbourg,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.6934,0.0,0.0,0.29756023967762535,0.014003749011095573,-0.31309334072482853
0.0,0.6931471805599453,male,-0.7962859910387481,1.3862943611198906,1.0986122886681098,5.575949103146316,S,First,man,0.6934,Southampton,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.2098359954038734,0.41432032618221587,10.764404753655324
0.6931471805599453,1.3862943611198906,female,-0.10463740114712752,0.0,0.0,2.1837114628556327,Q,Third,woman,0.0,Queenstown,yes,0.6934,0.0,High,1.0986122886681098,0.0,0.6934,0.0,0.29756023967762535,0.01526211334604298,-0.28476023837571895
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.1855792552411137,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.29756023967762535,0.015294023125181959,-0.2840412999792114
0.0,0.6931471805599453,male,0.8175607187083667,0.0,0.0,3.357621598945279,C,First,man,0.6934,Cherbourg,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.6934,0.0,0.0,0.4037043228462989,0.05269434069082183,0.5745703693437738
0.6931471805599453,0.6931471805599453,female,-0.10463740114712752,0.6931471805599453,0.0,4.993969182787072,C,First,woman,0.0,Cherbourg,yes,0.0,0.0,Medium,0.6931471805599453,0.6934,0.0,0.0,0.29756023967762535,0.25152850381759995,5.719743953987942
0.6931471805599453,1.3862943611198906,female,-0.10463740114712752,0.0,0.0,2.169053700369523,Q,Third,woman,0.0,Queenstown,yes,0.6934,0.0,Low,0.0,0.0,0.6934,0.0,0.29756023967762535,0.01501372049648043,-0.29035583119672925
0.0,1.0986122886681098,male,2.8156566450619374,0.0,0.0,2.4423470353692043,S,Second,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.601073777346087,0.02028744611537863,-0.1712545908114476
0.0,0.6931471805599453,male,-0.10463740114712752,0.6931471805599453,0.0,4.420896324687287,C,First,man,0.6934,Cherbourg,no,0.0,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.29756023967762535,0.1487533289571752,2.9327749289723513
0.0,0.6931471805599453,male,0.9712604053509489,0.6931471805599453,0.0,3.970291913552122,S,First,man,0.6934,Southampton,no,0.0,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.420349181160254,0.0966703819881093,1.6260914004573488
0.6931471805599453,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.1076888046179385,C,Third,man,0.6934,Cherbourg,yes,0.6934,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.29756023967762535,0.014011832831848054,-0.3129114406486037
0.0,1.3862943611198906,male,-0.6425863043961658,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.23000610235300578,0.015590389411477275,-0.277362968609244
0.0,1.3862943611198906,female,-0.8731358343600393,1.0986122886681098,0.0,2.9444389791664403,S,Third,woman,0.0,Southampton,no,0.0,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.19959629913518917,0.03453055862529174,0.15356697387568427
0.6931471805599453,1.3862943611198906,female,-1.180535207645204,0.6931471805599453,0.0,2.5048481563289,C,Third,child,0.0,Cherbourg,yes,0.0,0.0,Low,0.0,0.6934,0.0,0.0,0.15755564001735767,0.021705068541472278,-0.13913190354098817
0.0,1.3862943611198906,female,0.8175607187083667,0.6931471805599453,0.0,2.348991465808201,S,Third,woman,0.0,Southampton,no,0.0,0.0,Low,0.0,0.0,0.0,0.6934,0.4037043228462989,0.018325034557516107,-0.21564687131868895
0.0,1.0986122886681098,female,-0.1814872444684187,0.6931471805599453,0.0,3.091042453358316,S,Second,woman,0.0,Southampton,no,0.0,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.28818458502516947,0.04017148235607018,0.283495599750537
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.1855792552411137,C,Third,man,0.6934,Cherbourg,no,0.6934,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.29756023967762535,0.015294023125181959,-0.2840412999792114
0.6931471805599453,1.0986122886681098,female,-2.025883484179407,0.6931471805599453,1.0986122886681098,3.7513658711253766,C,Second,child,0.0,Cherbourg,yes,0.0,0.0,Low,0.0,0.6934,0.0,0.0,0.031905760621520216,0.0780319429426795,1.1747713256184602
0.6931471805599453,1.3862943611198906,female,-0.7962859910387481,0.0,0.0,2.1837114628556327,Q,Third,woman,0.0,Queenstown,yes,0.6934,0.0,Medium,0.6931471805599453,0.0,0.6934,0.0,0.2098359954038734,0.01526211334604298,-0.28476023837571895
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.29756023967762535,0.015590389411477275,-0.277362968609244
0.0,1.3862943611198906,male,-0.10463740114712752,0.6931471805599453,0.0,2.803360380906535,Q,Third,man,0.6934,Queenstown,no,0.0,0.6931471805599453,Low,0.0,0.0,0.6934,0.0,0.29756023967762535,0.029805359351605547,0.04529311897997366
0.6931471805599453,1.3862943611198906,female,-0.10463740114712752,0.0,0.0,2.169053700369523,Q,Third,woman,0.0,Queenstown,yes,0.6934,0.0,High,1.0986122886681098,0.0,0.6934,0.0,0.29756023967762535,0.01501372049648043,-0.29035583119672925
0.0,1.3862943611198906,male,-0.10463740114712752,1.0986122886681098,0.0,3.1214482048688246,C,Third,man,0.6934,Cherbourg,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.6934,0.0,0.0,0.29756023967762535,0.041444181999891715,0.31291144064860377
0.0,1.3862943611198906,female,-0.8731358343600393,0.6931471805599453,0.0,2.9338568698359038,S,Third,woman,0.0,Southampton,no,0.0,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.19959629913518917,0.03415336324945942,0.14490506548402746
0.0,1.3862943611198906,male,-1.7184841108942424,1.6094379124341003,0.6931471805599453,3.705920919968788,S,Third,child,0.0,Southampton,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.07944322784935055,0.07461091226899076,1.092842665095974
0.0,1.3862943611198906,male,-0.6425863043961658,0.0,0.0,2.174751721484161,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.23000610235300578,0.01510985507881702,-0.28819035409881505
0.6931471805599453,0.6931471805599453,female,1.5092093085999871,0.6931471805599453,0.0,4.353230991152628,C,First,woman,0.0,Cherbourg,yes,0.0,0.0,High,1.0986122886681098,0.6934,0.0,0.0,0.47651667832126654,0.13955794266634497,2.6971017254521517
0.6931471805599453,1.0986122886681098,female,-0.027787557825836348,0.6931471805599453,0.0,3.295836866004329,S,Second,woman,0.0,Southampton,yes,0.0,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.3068488072958714,0.04950288176693392,0.5000433095419583
0.0,0.6931471805599453,male,2.738806801740646,0.0,0.6931471805599453,4.142804513146981,C,First,man,0.6934,Cherbourg,no,0.0,0.6931471805599453,High,1.0986122886681098,0.6934,0.0,0.0,0.5941609888612452,0.1141991470914516,2.058285981567459
0.6931471805599453,0.6931471805599453,male,-0.10463740114712752,0.0,0.0,3.597312260588446,S,First,man,0.6934,Southampton,yes,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.29756023967762535,0.06699617236029531,0.9114839581456586
0.6931471805599453,1.0986122886681098,female,-0.6425863043961658,0.0,0.0,2.4423470353692043,S,Second,woman,0.0,Southampton,yes,0.6934,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.23000610235300578,0.02028744611537863,-0.1712545908114476
0.0,1.3862943611198906,male,-0.06621247948648194,0.0,0.0,2.1076888046179385,C,Third,man,0.6934,Cherbourg,no,0.6934,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.30221530813402864,0.014011832831848054,-0.3129114406486037
0.6931471805599453,1.0986122886681098,female,-1.8721837975368247,0.6931471805599453,1.0986122886681098,3.3586377672433594,S,Second,child,0.0,Southampton,yes,0.0,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.055956943990617146,0.05274840829682139,0.5758350079689557
0.0,1.3862943611198906,male,-1.4110847376090776,1.791759469228055,1.0986122886681098,3.8691155044168695,S,Third,child,0.0,Southampton,no,0.0,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.12482306473273827,0.08759201983616043,1.405212736470099
0.0,1.3862943611198906,male,-0.5657364610748746,0.0,0.0,2.1076888046179385,C,Third,man,0.6934,Cherbourg,no,0.6934,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.2399406168029818,0.014011832831848054,-0.3129114406486037
0.6931471805599453,0.6931471805599453,female,0.6638610320657843,0.0,0.0,4.394449154672439,S,First,woman,0.0,,yes,0.6934,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.38677771696075014,0.14509517423563545,2.8387585752893076
0.0,0.6931471805599453,male,1.2018099353148226,0.6931471805599453,0.0,4.436455632600354,S,First,man,0.6934,Southampton,no,0.0,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.44480825143612607,0.15094470242609195,2.9892592335943453
0.0,1.3862943611198906,male,-1.949033640858116,1.3862943611198906,1.0986122886681098,3.3638415951183864,S,Third,child,0.0,Southampton,no,0.0,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.04400365799102959,0.05302610677804019,0.5823314392626983
0.0,0.6931471805599453,male,-0.10463740114712752,0.0,0.0,3.357621598945279,C,First,man,0.6934,Cherbourg,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.6934,0.0,0.0,0.29756023967762535,0.05269434069082183,0.5745703693437738
0.6931471805599453,1.3862943611198906,male,-0.10463740114712752,0.6931471805599453,0.6931471805599453,2.7878344138303452,C,Third,man,0.6934,Cherbourg,yes,0.0,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.29756023967762535,0.029323648164715253,0.03428383341417777
0.6931471805599453,1.0986122886681098,female,-0.027787557825836348,0.0,0.0,2.4423470353692043,S,Second,woman,0.0,Southampton,yes,0.6934,0.0,Low,0.0,0.0,0.0,0.6934,0.3068488072958714,0.02028744611537863,-0.1712545908114476
0.0,1.3862943611198906,male,-0.7962859910387481,0.0,0.0,2.2146605719425225,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.2098359954038734,0.015798485223151942,-0.27267254521516177
0.6931471805599453,1.3862943611198906,female,-0.9499856776813305,1.6094379124341003,1.0986122886681098,2.188856327665703,S,Third,woman,0.0,Southampton,yes,0.0,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.18925066578811486,0.015350151109302478,-0.2827766613540295
0.0,1.3862943611198906,male,-0.2583370877897099,1.0986122886681098,0.0,2.2682524139135403,S,Third,man,0.6934,Southampton,no,0.0,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.2787201948628979,0.0167667235506961,-0.2508358741597949
0.0,1.0986122886681098,male,0.20276197213803718,0.0,0.0,2.4423470353692043,S,Second,man,0.6934,Southampton,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.33420779987552035,0.02028744611537863,-0.1712545908114476
0.0,1.3862943611198906,female,-1.0268355210026217,1.791759469228055,1.0986122886681098,3.8691155044168695,S,Third,woman,0.0,Southampton,no,0.0,0.0,Low,0.0,0.0,0.0,0.6934,0.17879688043597436,0.08759201983616043,1.405212736470099
0.0,1.0986122886681098,male,-0.6425863043961658,0.0,0.0,4.310799125385514,S,Second,man,0.6934,Southampton,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.23000610235300578,0.1340608923416298,2.55724655256046
0.0,1.3862943611198906,male,-0.2583370877897099,0.6931471805599453,0.0,2.737880811060884,C,Third,man,0.6934,Cherbourg,no,0.0,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.2787201948628979,0.02782207118911143,0.0
0.6931471805599453,1.3862943611198906,male,0.20276197213803718,0.0,0.0,4.05171190165724,S,Third,man,0.6934,Southampton,yes,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.33420779987552035,0.10460544252952918,1.8208024391934032
0.0,1.3862943611198906,male,-0.33518693111100106,0.0,0.0,2.157559320943788,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.26916537346147656,0.014821423601790382,-0.29468678539255766
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.1855792552411137,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.29756023967762535,0.015294023125181959,-0.2840412999792114
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.29756023967762535,0.015590389411477275,-0.277362968609244
0.6931471805599453,1.0986122886681098,male,-2.192647644186609,0.0,1.0986122886681098,3.4011973816621555,S,Second,child,0.0,Southampton,yes,0.0,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.00513882186194793,0.05506020938272161,0.629971935416811
0.6931471805599453,1.3862943611198906,female,0.04906228549545483,0.0,0.0,2.600836116795061,S,Third,woman,0.0,Southampton,yes,0.6934,0.0,Low,0.0,0.0,0.0,0.6934,0.3160518908413551,0.024057853472974223,-0.0857182454438362
0.0,1.3862943611198906,male,-0.5657364610748746,0.0,0.0,2.302585092994046,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.2399406168029818,0.01741431684330873,-0.23621890374887394
0.6931471805599453,1.3862943611198906,male,-0.027787557825836348,0.0,0.0,2.3513752571634776,S,Third,man,0.6934,Southampton,yes,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.3068488072958714,0.018372944101240525,-0.21456413276973182
0.6931471805599453,1.3862943611198906,female,-0.10463740114712752,0.0,0.0,2.1733302571367834,Q,Third,woman,0.0,Queenstown,yes,0.6934,0.0,High,1.0986122886681098,0.0,0.6934,0.0,0.29756023967762535,0.015085822299643172,-0.2887317233732936
0.0,0.6931471805599453,male,-0.10463740114712752,0.0,0.0,3.8732821771117156,S,First,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.29756023967762535,0.08794959101630076,1.4138746448617558
0.6931471805599453,1.0986122886681098,female,-0.9499856776813305,0.0,0.0,2.4423470353692043,S,Second,woman,0.0,Southampton,yes,0.6934,0.0,High,1.0986122886681098,0.0,0.0,0.6934,0.18925066578811486,0.02028744611537863,-0.1712545908114476
0.6931471805599453,1.3862943611198906,female,0.27961181545932834,1.3862943611198906,0.0,2.8243506567983707,S,Third,woman,0.0,Southampton,yes,0.0,0.0,Low,0.0,0.0,0.0,0.6934,0.34316361828749736,0.03046823289089912,0.06045145866537313
0.0,1.3862943611198906,male,-1.0268355210026217,0.6931471805599453,1.3862943611198906,3.5660053559634015,S,Third,man,0.6934,Southampton,no,0.0,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.17879688043597436,0.06494050115616902,0.8627607234425888
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.29756023967762535,0.015590389411477275,-0.277362968609244
0.6931471805599453,0.6931471805599453,female,-0.48888661775358344,1.3862943611198906,1.0986122886681098,5.575949103146316,S,First,woman,0.0,Southampton,yes,0.0,0.0,Low,0.0,0.0,0.0,0.6934,0.24977740672550128,0.41432032618221587,10.764404753655324
0.0,1.3862943611198906,male,-0.41203677443229225,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.25951837601436145,0.015590389411477275,-0.277362968609244
0.0,1.3862943611198906,male,-0.027787557825836348,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.3068488072958714,0.015590389411477275,-0.277362968609244
0.0,1.3862943611198906,male,-0.719436147717457,0.0,0.0,2.180891922715322,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.2199719021682072,0.01521405452819222,-0.2858429769246761
0.0,0.6931471805599453,male,1.2786597786361138,0.6931471805599453,0.0,4.1299529896894684,S,First,man,0.6934,Southampton,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.45283011380189886,0.11279787282143244,2.0234564479246067
0.0,1.3862943611198906,male,-0.2583370877897099,0.6931471805599453,1.0986122886681098,3.0715352369694915,S,Third,man,0.6934,Southampton,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.2787201948628979,0.0393742835016576,0.2650890444182662
0.0,1.3862943611198906,male,2.277707741812899,0.0,0.0,2.1102132003465894,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.5516496288396405,0.014051866028611946,-0.3120106021758714
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.2027647577118348,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.29756023967762535,0.015590389411477275,-0.277362968609244
0.0,0.6931471805599453,male,3.1999058616683933,0.0,0.0,3.57386695198272,C,First,man,0.6934,Cherbourg,no,0.6934,0.6931471805599453,High,1.0986122886681098,0.6934,0.0,0.0,0.6349385872794708,0.06545106743865244,0.8748527475573419
0.6931471805599453,0.6931471805599453,male,-0.48888661775358344,0.0,0.6931471805599453,4.164465907853638,C,First,man,0.6934,Cherbourg,yes,0.0,0.6931471805599453,Low,0.0,0.6934,0.0,0.0,0.24977740672550128,0.11659759157479302,2.1180141708821285
0.6931471805599453,1.0986122886681098,female,0.35646165878061953,0.0,0.6931471805599453,3.1780538303479458,S,Second,woman,0.0,Southampton,yes,0.0,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.35203994143458384,0.04391449758905132,0.37011468366710554
0.0,1.0986122886681098,male,0.35646165878061953,0.6931471805599453,0.0,3.295836866004329,S,Second,man,0.6934,Southampton,no,0.0,0.6931471805599453,High,1.0986122886681098,0.0,0.0,0.6934,0.35203994143458384,0.04950288176693392,0.5000433095419583
0.0,1.3862943611198906,female,-0.10463740114712752,0.0,0.0,2.1855792552411137,S,Third,woman,0.0,Southampton,no,0.6934,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.29756023967762535,0.015294023125181959,-0.2840412999792114
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.1855792552411137,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.29756023967762535,0.015294023125181959,-0.2840412999792114
0.0,0.6931471805599453,male,-0.6425863043961658,0.0,0.6931471805599453,4.360387947851531,S,First,man,0.6934,Southampton,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.23000610235300578,0.14050527758799308,2.721281442727461
0.0,1.3862943611198906,male,0.27961181545932834,0.0,0.0,2.267393053825037,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.34316361828749736,0.016750792267884878,-0.25119534335804866
0.0,1.3862943611198906,male,0.5870111887444931,1.0986122886681098,0.0,2.188856327665703,S,Third,man,0.6934,Southampton,no,0.0,0.6931471805599453,Medium,0.6931471805599453,0.0,0.0,0.6934,0.37820574607770335,0.015350151109302478,-0.2827766613540295
0.0,1.3862943611198906,male,-0.10463740114712752,0.0,0.0,2.1855792552411137,S,Third,man,0.6934,Southampton,no,0.6934,0.6931471805599453,Low,0.0,0.0,0.0,0.6934,0.29756023967762535,0.015294023125181959,-0.2840412999792114
0.6931471805599453,1.3862943611198906,female,-0.6425863043961658,0.0,0.0,2.157559320943788,S,Third,woman,0.0,Southampton,yes,0.6934,0.0,Medium,0.6931471805599453,0.0,0.0,0.6934,0.23000610235300578,0.014821423601790382,-0.29468678539255766
